Date,Weight,Cortisol,ID
26.1.21,0.1,17.6904,Komali
25.5.21,0.105,17.948,Komali
16.4.21,0.102,17.95509804,Gambir
14.1.20,0.1,17.9702,Gambir
6.11.18,0.102,18.07,Jati
27.3.20,0.103,18.08,Komali
15.2.22,0.102,18.09470588,Komali
20.8.21,0.1,18.1594,Gambir
26.11.19,0.1,18.1804,Gambir
14.1.20,0.105,18.18285714,Jati
17.7.20,0.104,18.19019231,Jati
26.3.21,0.106,18.19056604,Komali
5.2.21,0.104,18.20980769,Komali
1.1.19,0.1,18.2692,Gambir
29.12.20,0.1,18.4372,Gambir
2.4.19,0.103,18.47,Jati
19.2.19,0.1,18.49,Jati
20.3.18,0.2,18.543,Komali
8.6.21,0.103,18.58543689,Jati
6.12.19,0.105,18.61752381,Jati
24.12.19,0.101,18.72,Gambir
12.2.19,0.103,18.73,Jati
7.9.18,0.1,18.802,Gambir
21.5.21,0.1,18.9142,Komali
14.8.20,0.105,18.91866667,Jati
9.2.21,0.102,18.94215686,Jati
17.4.20,0.1,18.95,Gambir
24.12.19,0.103,18.97902913,Jati
18.12.18,0.101,18.98633663,Komali
27.8.21,0.103,19.07184466,Jati
16.2.21,0.104,19.20115385,Jati
16.4.19,0.101,19.2350495,Gambir
12.1.21,0.105,19.23619048,Komali
4.12.20,0.1,19.347,Jati
25.11.19,0.1,19.4394,Gambir
11.12.18,0.105,19.47,Jati
12.4.19,0.104,19.55961538,Gambir
12.2.21,0.101,19.57762376,Gambir
2.2.21,0.1,19.5788,Jati
2.4.21,0.103,19.59805825,Komali
20.11.18,0.102,19.62,Jati
19.12.17,0.206,19.67281553,Gambir
27.10.20,0.102,19.68431373,Gambir
15.1.21,0.103,19.69514563,Jati
20.11.18,0.103,19.69514563,Komali
24.4.20,0.101,19.76,Gambir
29.11.19,0.101,19.7829703,Gambir
13.12.19,0.101,19.7829703,Gambir
20.12.19,0.1,19.7992,Gambir
30.6.20,0.1,19.8646,Jati
2.2.21,0.1,19.9038,Gambir
26.12.17,0.205,19.94731707,Gambir
10.4.20,0.1,19.95,Gambir
23.4.21,0.103,19.95533981,Komali
7.7.20,0.101,20.07524752,Gambir
29.3.19,0.103,20.08,Jati
23.11.18,0.105,20.16,Jati
13.3.18,0.205,20.31707317,Komali
12.4.19,0.105,20.35047619,Komali
1.6.21,0.1,20.356,Komali
26.11.19,0.102,20.41960784,Jati
29.12.20,0.101,20.48118812,Komali
26.2.21,0.106,20.48679245,Gambir
4.12.20,0.1,20.518,Komali
5.10.21,0.101,20.56435644,Gambir
12.5.20,0.101,20.57029703,Komali
16.8.19,0.1,20.65,Jati
12.1.21,0.102,20.66666667,Jati
22.1.21,0.101,20.6950495,Gambir
26.12.20,0.104,20.725,Gambir
21.8.20,0.102,20.7254902,Jati
30.6.20,0.101,20.7980198,Komali
27.12.19,0.106,20.8,Gambir
5.2.21,0.1,20.832,Jati
26.12.20,0.105,20.83428571,Jati
16.4.21,0.104,20.85,Komali
8.1.21,0.105,20.91047619,Jati
17.6.20,0.105,20.94095238,Jati
22.3.19,0.1,20.956,Gambir
16.2.21,0.101,20.95841584,Komali
28.1.22,0.102,21.00392157,Komali
1.12.20,0.105,21.00952381,Komali
10.8.21,0.105,21.01333333,Komali
9.11.18,0.105,21.06,Jati
27.8.19,0.105,21.09,Jati
20.4.21,0.101,21.09306931,Komali
22.2.19,0.105,21.19,Jati
5.2.19,0.105,21.22,Jati
22.1.19,0.103,21.26407767,Komali
19.3.19,0.101,21.27326733,Gambir
21.1.20,0.106,21.34716981,Gambir
26.6.20,0.106,21.4754717,Gambir
12.3.19,0.101,21.48514851,Komali
3.12.21,0.101,21.56831683,Gambir
23.8.19,0.1,21.57,Jati
13.3.21,0.1,21.588,Gambir
9.3.21,0.1,21.642,Komali
12.11.19,0.103,21.65825243,Jati
27.3.21,0.103,21.70873786,Komali
29.3.19,0.1,21.716,Komali
26.6.20,0.1,21.756,Jati
6.4.21,0.101,21.84950495,Gambir
17.1.20,0.101,21.85346535,Komali
2.7.21,0.105,22,Gambir
17.7.20,0.105,22.00761905,Gambir
27.8.21,0.103,22.03106796,Gambir
28.1.20,0.103,22.05631068,Komali
20.4.21,0.101,22.13861386,Jati
23.3.21,0.1,22.164,Komali
16.10.18,0.104,22.20,Jati
9.6.20,0.1,22.302,Jati
9.2.21,0.103,22.30873786,Komali
24.8.21,0.101,22.37821782,Komali
4.5.21,0.102,22.4,Jati
13.3.21,0.103,22.46990291,Jati
25.6.19,0.104,22.49615385,Gambir
24.4.20,0.102,22.5,Jati
18.5.21,0.101,22.55247525,Komali
22.11.19,0.101,22.5980198,Jati
13.12.19,0.105,22.60952381,Jati
29.12.17,0.205,22.6204878,Gambir
4.2.20,0.104,22.70576923,Jati
3.8.21,0.105,22.74285714,Jati
14.7.21,0.103,22.76116505,Komali
18.12.18,0.1,22.78,Jati
5.5.20,0.105,22.82095238,Komali
29.11.19,0.104,22.82692308,Jati
19.3.19,0.102,22.85,Jati
13.8.19,0.105,22.87,Jati
12.6.20,0.103,22.89320388,Jati
19.8.20,0.103,22.89320388,Jati
10.12.19,0.1,22.93,Gambir
16.4.21,0.1,22.946,Jati
7.12.18,0.1,22.96,Jati
2.3.21,0.106,22.97735849,Gambir
5.6.20,0.105,23.00190476,Jati
7.2.20,0.104,23.06730769,Jati
9.4.19,0.101,23.10,Jati
12.2.21,0.1,23.12,Komali
6.4.18,0.202,23.17425743,Komali
10.12.21,0.105,23.20380952,Gambir
13.7.21,0.104,23.21538462,Gambir
11.9.20,0.1,23.256,Jati
28.4.20,0.101,23.27,Jati
28.5.21,0.104,23.275,Komali
20.3.20,0.103,23.35728155,Gambir
12.2.21,0.102,23.37647059,Jati
10.4.20,0.101,23.45,Jati
12.3.21,0.102,23.46862745,Gambir
5.1.18,0.205,23.47317073,Gambir
27.12.19,0.103,23.53592233,Jati
4.12.18,0.105,23.54095238,Komali
19.2.19,0.1,23.542,Gambir
19.2.21,0.103,23.65048544,Jati
20.11.20,0.102,23.67647059,Jati
9.7.21,0.1,23.706,Gambir
9.11.18,0.105,23.70857143,Gambir
28.8.18,0.106,23.71886792,Gambir
27.11.20,0.1,23.754,Komali
4.2.20,0.104,23.79615385,Gambir
19.7.19,0.1,23.91,Jati
2.10.18,0.101,23.94653465,Komali
12.4.19,0.102,23.96,Jati
26.5.20,0.105,23.9847619,Komali
23.7.19,0.1,24.08,Komali
2.6.20,0.102,24.08431373,Jati
15.1.21,0.103,24.08932039,Komali
20.11.20,0.104,24.14807692,Komali
29.9.18,0.104,24.15384615,Komali
15.12.17,0.202,24.15940594,Gambir
14.5.19,0.103,24.17087379,Gambir
18.6.21,0.1,24.206,Jati
20.8.19,0.102,24.21,Jati
11.12.18,0.103,24.24854369,Komali
7.8.20,0.1,24.316,Jati
26.2.21,0.104,24.35961538,Komali
3.12.19,0.104,24.42307692,Gambir
1.9.20,0.1,24.482,Jati
3.12.19,0.101,24.5029703,Komali
20.7.21,0.104,24.50769231,Komali
1.1.21,0.104,24.55576923,Gambir
19.6.20,0.103,24.58252427,Jati
16.7.21,0.105,24.71238095,Gambir
16.11.18,0.103,24.72,Jati
5.1.21,0.104,24.72884615,Jati
20.7.21,0.1,24.766,Jati
16.7.21,0.101,24.78811881,Jati
23.7.21,0.105,24.8,Jati
19.5.20,0.101,24.8039604,Gambir
14.6.19,0.101,24.84,Jati
14.7.21,0.102,24.9,Jati
5.10.18,0.102,24.96,Jati
19.1.18,0.202,24.97623762,Komali
21.5.19,0.102,24.99,Jati
26.11.21,0.1,25.006,Gambir
11.6.21,0.104,25.025,Jati
14.5.21,0.105,25.04380952,Jati
13.11.18,0.104,25.06923077,Gambir
4.9.20,0.104,25.16730769,Jati
31.12.19,0.103,25.17864078,Gambir
28.4.20,0.105,25.24190476,Komali
5.2.21,0.104,25.24807692,Gambir
19.2.19,0.103,25.26019417,Komali
31.12.21,0.104,25.31346154,Komali
13.12.19,0.102,25.32941176,Komali
6.7.21,0.102,25.34901961,Gambir
6.11.18,0.102,25.36666667,Gambir
7.8.20,0.105,25.40952381,Komali
28.4.20,0.103,25.41,Gambir
22.9.20,0.1,25.42,Jati
23.6.20,0.101,25.51287129,Gambir
13.10.20,0.102,25.52941176,Gambir
6.12.19,0.1,25.72,Gambir
2.4.21,0.101,25.76435644,Jati
11.1.22,0.105,25.76571429,Komali
29.3.19,0.1,25.776,Gambir
17.5.19,0.102,25.80,Jati
23.11.18,0.101,25.83366337,Komali
17.7.20,0.102,25.90980392,Komali
19.6.20,0.103,25.93009709,Gambir
27.8.19,0.106,25.98679245,Gambir
20.2.18,0.203,26.02955665,Komali
3.12.19,0.102,26.04117647,Jati
21.1.20,0.103,26.04466019,Jati
14.1.20,0.105,26.0552381,Komali
29.1.19,0.102,26.1372549,Gambir
17.1.20,0.102,26.17058824,Jati
13.3.18,0.204,26.20,Jati
19.11.19,0.104,26.225,Jati
15.3.19,0.102,26.27,Jati
22.9.20,0.104,26.32115385,Gambir
17.12.21,0.102,26.34509804,Jati
26.2.21,0.104,26.43269231,Jati
2.2.21,0.102,26.43529412,Komali
6.2.18,0.203,26.47487685,Komali
19.5.18,0.105,26.52380952,Gambir
9.1.18,0.202,26.67029703,Komali
26.7.19,0.104,26.68461538,Komali
29.1.19,0.103,26.71,Jati
15.5.20,0.103,26.76504854,Komali
26.3.19,0.105,26.83619048,Komali
24.12.19,0.103,26.85048544,Komali
30.3.18,0.2,26.94,Jati
13.8.21,0.1,26.95,Komali
23.4.19,0.106,27.02264151,Komali
12.1.18,0.204,27.05392157,Komali
15.1.19,0.103,27.10679612,Komali
23.7.21,0.103,27.11650485,Gambir
17.11.20,0.104,27.14230769,Jati
9.8.19,0.102,27.19,Jati
13.11.20,0.1,27.208,Jati
22.11.19,0.103,27.21359223,Komali
19.2.21,0.102,27.21960784,Komali
29.5.20,0.103,27.26407767,Komali
29.9.18,0.102,27.29215686,Gambir
15.11.19,0.104,27.32692308,Jati
25.2.19,0.103,27.33,Jati
10.1.20,0.1,27.358,Gambir
9.4.19,0.1,27.362,Komali
25.12.18,0.1,27.37,Gambir
30.4.21,0.1,27.374,Gambir
11.9.18,0.102,27.3745098,Gambir
23.7.19,0.103,27.4,Gambir
11.2.22,0.101,27.41980198,Jati
4.1.19,0.103,27.44,Jati
11.6.19,0.103,27.45,Jati
6.11.20,0.103,27.51650485,Jati
15.1.19,0.101,27.54,Jati
5.1.21,0.105,27.54095238,Gambir
1.6.18,0.201,27.57810945,Komali
19.4.19,0.1,27.614,Gambir
16.11.21,0.101,27.72871287,Gambir
2.11.18,0.104,27.75384615,Komali
7.5.21,0.104,27.77884615,Jati
25.1.19,0.105,27.78,Jati
17.3.20,0.101,27.79207921,Gambir
19.2.21,0.104,27.8,Gambir
11.8.20,0.103,28.00194175,Jati
13.11.18,0.104,28.27,Jati
9.10.18,0.105,28.33,Jati
25.1.22,0.101,28.35643564,Jati
11.5.18,0.206,28.37669903,Komali
23.4.21,0.101,28.37821782,Jati
10.9.21,0.104,28.38269231,Komali
16.2.21,0.1,28.384,Gambir
23.6.20,0.102,28.41960784,Komali
4.9.20,0.1,28.43,Gambir
3.8.21,0.101,28.52277228,Gambir
16.11.18,0.104,28.56923077,Gambir
20.10.20,0.1,28.572,Jati
17.11.20,0.1,28.572,Komali
16.7.19,0.102,28.58,Jati
10.9.19,0.105,28.6,Gambir
21.6.19,0.102,28.65,Jati
25.1.19,0.1,28.684,Gambir
12.2.19,0.105,28.68952381,Komali
12.10.20,0.103,28.75728155,Komali
12.2.19,0.1,28.864,Gambir
13.12.17,0.202,28.94257426,Gambir
19.1.21,0.101,28.95445545,Komali
9.7.19,0.101,28.96831683,Gambir
26.3.19,0.105,28.99,Jati
6.11.21,0.105,29.01904762,Gambir
2.3.18,0.104,29.12115385,Gambir
16.1.18,0.202,29.15148515,Komali
27.8.21,0.104,29.16346154,Komali
20.8.19,0.105,29.17142857,Gambir
16.7.19,0.1,29.276,Gambir
23.1.18,0.201,29.29651741,Komali
19.7.19,0.1,29.372,Komali
17.4.20,0.104,29.41,Jati
19.11.21,0.102,29.43333333,Komali
23.10.20,0.101,29.44158416,Jati
26.10.21,0.101,29.45148515,Gambir
4.2.22,0.105,29.50095238,Gambir
4.1.22,0.103,29.51262136,Komali
23.3.18,0.201,29.52,Jati
12.5.20,0.101,29.51881188,Gambir
21.12.21,0.102,29.55294118,Komali
7.5.19,0.102,29.55686275,Komali
29.12.17,0.201,29.63383085,Komali
30.11.21,0.105,29.71047619,Gambir
2.10.18,0.104,29.72,Jati
9.3.18,0.202,29.82475248,Komali
17.12.21,0.105,29.82857143,Gambir
12.10.21,0.106,29.94716981,Jati
30.9.18,0.1,30.03,Jati
18.6.19,0.104,30.05,Gambir
29.6.21,0.103,30.12427184,Gambir
5.10.21,0.103,30.12427184,Jati
23.2.18,0.204,30.19215686,Jati
30.11.18,0.104,30.33076923,Komali
13.3.18,0.2,30.362,Gambir
22.10.18,0.106,30.38,Jati
1.5.20,0.105,30.4,Komali
25.9.18,0.102,30.41176471,Gambir
31.8.18,0.104,30.43461538,Gambir
28.8.20,0.103,30.46990291,Jati
2.11.18,0.106,30.47,Jati
22.6.21,0.101,30.54257426,Jati
16.7.21,0.104,30.73846154,Komali
7.7.20,0.102,30.7627451,Komali
7.12.21,0.104,30.76346154,Komali
15.10.21,0.105,30.81142857,Jati
23.12.17,0.201,30.8159204,Jati
22.3.19,0.101,30.88,Jati
6.11.20,0.102,30.90980392,Komali
22.10.21,0.101,30.95643564,Gambir
3.1.20,0.106,30.96037736,Gambir
6.3.18,0.202,31.00,Jati
2.2.18,0.205,31.07317073,Komali
8.10.21,0.104,31.10769231,Komali
9.7.21,0.103,31.13203883,Jati
17.8.18,0.106,31.14,Jati
26.2.19,0.103,31.22135922,Gambir
19.12.17,0.206,31.22912621,Jati
2.2.18,0.205,31.24682927,Jati
21.9.21,0.1,31.266,Jati
7.8.18,0.1,31.30,Jati
26.10.21,0.101,31.31089109,Jati
21.12.18,0.1,31.34,Komali
26.3.19,0.104,31.34230769,Gambir
19.10.21,0.104,31.34230769,Jati
22.3.19,0.104,31.34230769,Komali
25.8.20,0.102,31.4372549,Jati
25.1.19,0.102,31.45882353,Komali
28.1.22,0.102,31.47254902,Gambir
1.1.19,0.101,31.51683168,Komali
16.10.18,0.102,31.63333333,Komali
11.1.22,0.106,31.67169811,Gambir
14.9.21,0.106,31.69245283,Komali
4.9.18,0.103,31.71456311,Gambir
10.4.20,0.106,31.71698113,Komali
25.12.18,0.101,31.73,Jati
30.3.18,0.201,31.79104478,Komali
9.6.20,0.103,31.86019417,Gambir
1.10.21,0.103,32.00776699,Jati
7.5.19,0.105,32.04,Jati
4.6.19,0.101,32.12673267,Gambir
10.12.21,0.105,32.20952381,Jati
31.12.19,0.106,32.21886792,Komali
9.3.18,0.204,32.23823529,Gambir
1.1.19,0.1,32.26,Jati
31.12.19,0.1,32.38,Jati
1.11.19,0.1,32.386,Komali
22.2.19,0.103,32.40776699,Gambir
21.12.21,0.102,32.40980392,Jati
21.9.21,0.104,32.42307692,Gambir
22.5.20,0.102,32.50784314,Jati
8.12.20,0.1,32.514,Gambir
4.5.21,0.101,32.66336634,Gambir
5.2.19,0.101,32.71683168,Gambir
6.12.19,0.103,32.7223301,Komali
13.11.20,0.101,32.92277228,Komali
29.11.19,0.104,32.98269231,Komali
26.7.19,0.101,32.98,Jati
23.1.18,0.2,32.986,Jati
10.11.20,0.101,33.04752475,Komali
28.12.21,0.101,33.13267327,Gambir
5.6.18,0.102,33.16666667,Komali
21.9.18,0.101,33.19,Jati
29.6.21,0.1,33.214,Komali
28.8.20,0.1,33.244,Gambir
26.7.19,0.102,33.28627451,Gambir
10.1.20,0.103,33.30291262,Jati
21.1.22,0.103,33.3223301,Jati
3.9.19,0.102,33.35,Jati
29.1.19,0.102,33.35686275,Komali
25.5.21,0.101,33.36237624,Jati
17.9.19,0.104,33.41153846,Gambir
28.12.21,0.103,33.46019417,Jati
15.2.22,0.101,33.51881188,Jati
10.11.20,0.104,33.55576923,Jati
12.10.18,0.102,33.61568627,Komali
18.9.18,0.105,33.68571429,Gambir
20.3.18,0.2,33.784,Gambir
20.4.18,0.201,33.79004975,Komali
29.10.21,0.102,33.80784314,Jati
6.4.21,0.103,33.83883495,Jati
6.7.21,0.101,33.83960396,Komali
1.2.22,0.1,33.892,Jati
6.9.19,0.105,33.91047619,Gambir
30.10.20,0.101,33.92079208,Jati
14.5.19,0.102,33.94705882,Komali
6.3.18,0.201,33.99402985,Komali
2.3.21,0.105,34.0647619,Komali
24.12.21,0.103,34.09320388,Jati
27.3.18,0.2,34.114,Gambir
29.12.17,0.205,34.25560976,Jati
18.1.19,0.102,34.35,Jati
6.2.18,0.204,34.38431373,Jati
9.2.21,0.103,34.4038835,Gambir
8.10.21,0.101,34.52673267,Jati
14.9.21,0.104,34.54230769,Jati
10.8.18,0.1,34.57,Jati
22.6.21,0.1,34.586,Komali
21.5.19,0.101,34.61188119,Komali
6.11.18,0.103,34.64271845,Komali
15.5.20,0.101,34.76039604,Gambir
1.2.19,0.105,34.77333333,Gambir
7.5.21,0.1,34.774,Gambir
18.5.21,0.1,34.896,Jati
27.10.20,0.104,34.92884615,Jati
10.1.20,0.101,35.00990099,Komali
25.5.19,0.103,35.03106796,Komali
30.3.18,0.2,35.062,Gambir
28.12.18,0.102,35.07647059,Komali
3.8.21,0.1,35.122,Komali
25.1.22,0.101,35.15445545,Komali
22.5.18,0.104,35.16153846,Gambir
10.5.19,0.104,35.16538462,Gambir
4.5.18,0.205,35.18536585,Komali
11.1.19,0.104,35.24230769,Komali
10.4.18,0.202,35.25445545,Komali
27.3.18,0.203,35.27,Jati
23.11.21,0.101,35.28910891,Jati
10.3.20,0.101,35.2970297,Jati
19.12.17,0.205,35.38146341,Komali
24.4.18,0.204,35.44411765,Komali
21.6.19,0.102,35.46862745,Gambir
19.10.21,0.1,35.526,Gambir
28.1.20,0.102,35.57254902,Gambir
22.10.18,0.103,35.58446602,Gambir
6.7.21,0.101,35.7009901,Jati
21.6.19,0.102,35.71568627,Komali
25.6.21,0.102,35.71960784,Komali
26.1.18,0.2,35.755,Komali
3.3.20,0.102,35.76862745,Jati
9.11.21,0.103,35.77087379,Gambir
7.1.22,0.103,35.7961165,Jati
9.3.18,0.202,35.97,Jati
11.2.20,0.1,35.974,Gambir
26.10.18,0.106,36.03396226,Gambir
5.5.20,0.105,36.05142857,Gambir
16.6.20,0.104,36.06153846,Gambir
3.8.18,0.105,36.25,Jati
15.5.18,0.104,36.26153846,Gambir
20.9.19,0.101,36.27,Jati
17.1.20,0.103,36.28737864,Gambir
11.5.21,0.106,36.47735849,Gambir
21.4.20,0.1,36.49,Gambir
9.8.19,0.104,36.55384615,Gambir
29.10.21,0.105,36.55619048,Gambir
14.5.19,0.104,36.60,Jati
8.9.20,0.102,36.60588235,Jati
28.1.20,0.101,36.6950495,Jati
23.8.19,0.102,36.69803922,Gambir
12.7.19,0.104,36.72307692,Gambir
18.1.22,0.105,36.76190476,Jati
26.11.19,0.1,36.782,Komali
8.10.21,0.102,36.81176471,Gambir
15.2.19,0.102,36.97,Jati
28.1.22,0.104,37.00384615,Jati
